,l,f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/PATH,config/MULTI,config/OPT,config/REDUX,config/H_DIM,config/LR,config/WEIGHT_DECAY,config/L1_LAMBDA,config/DROP_RATE,config/BATCH_SIZE,config/PATIENCE,config/MAX_EPOCHS,config/ATT,logdir
0,0.07145944994469587,0.3117497835858551,1747583551,,False,1,fed3a_00000,2025-05-18_17-52-31,42.39619827270508,42.39619827270508,244923,serious-teddaccio,192.168.1.87,42.39619827270508,1,./data/train/SemEval2018-T3-train-taskB_emoji.csv,True,AdamW,256,64,0.003808779823196526,0.027518044962720863,4.128205343826229e-05,0.4,16,4,2,True,fed3a_00000
1,0.021484126907368607,0.34356311556921854,1747583642,,False,1,fed3a_00001,2025-05-18_17-54-02,55.28881096839905,55.28881096839905,244923,serious-teddaccio,192.168.1.87,55.28881096839905,1,./data/train/SemEval2018-T3-train-taskB_emoji.csv,True,AdamW,512,128,0.0005526723431391825,0.02124280213720888,1.1364672700011188e-06,0.3,64,5,2,False,fed3a_00001
